ds,y
2016-09-19,3.4965075614664802
2016-09-20,3.4965075614664802
2016-09-21,4.1588830833596715
2016-09-22,4.23410650459726
2016-09-23,4.04305126783455
2016-09-26,3.8918202981106265
2016-09-27,4.61512051684126
2016-09-28,3.8918202981106265
2016-09-29,4.442651256490317
2016-09-30,3.784189633918261
2016-10-03,4.248495242049359
2016-10-04,4.6443908991413725
2016-10-05,4.07753744390572
2016-10-06,4.060443010546419
2016-10-07,3.9889840465642745
2016-10-10,3.871201010907891
2016-10-11,3.8501476017100584
2016-10-12,4.02535169073515
2016-10-13,3.5263605246161616
2016-10-14,4.007333185232471
2016-10-15,0.0
2016-10-17,3.4339872044851463
2016-10-18,3.8066624897703196
2016-10-19,4.356708826689592
2016-10-20,4.174387269895637
2016-10-21,4.0943445622221
