ds,t,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,seasonal_lower,seasonal_upper,yearly,yearly_lower,yearly_upper,seasonal,yhat
2015-10-16,0.12869565217391304,12.196641783523589,-20.36456572111225,33.73867101234701,12.196641783523589,12.196641783523589,-5.3012730556682115,-5.3012730556682115,-5.3012730556682115,-5.3012730556682115,-5.3012730556682115,-5.3012730556682115,6.895368727855377
2015-10-19,0.13391304347826086,12.373810503255418,-20.991159385031835,29.758365121932787,12.373810503255418,12.373810503255418,-7.680094498723657,-7.680094498723657,-7.680094498723657,-7.680094498723657,-7.680094498723657,-7.680094498723657,4.693716004531762
2015-10-20,0.1356521739130435,12.43286674316603,-22.236177170561756,29.189859213129612,12.43286674316603,12.43286674316603,-8.294438227760192,-8.294438227760192,-8.294438227760192,-8.294438227760192,-8.294438227760192,-8.294438227760192,4.138428515405838
2015-10-21,0.1373913043478261,12.49192298307664,-21.99998746308693,30.72721344859844,12.49192298307664,12.49192298307664,-8.791545288940215,-8.791545288940215,-8.791545288940215,-8.791545288940215,-8.791545288940215,-8.791545288940215,3.7003776941364244
2015-10-22,0.1391304347826087,12.550979222987248,-23.170492563231754,30.054747910695205,12.550979222987248,12.550979222987248,-9.158006515760485,-9.158006515760485,-9.158006515760485,-9.158006515760485,-9.158006515760485,-9.158006515760485,3.392972707226763
2015-10-23,0.1408695652173913,12.610035462897859,-23.249501709287568,30.08545018147364,12.610035462897859,12.610035462897859,-9.383154750865673,-9.383154750865673,-9.383154750865673,-9.383154750865673,-9.383154750865673,-9.383154750865673,3.2268807120321856
2015-10-26,0.14608695652173914,12.787204182629688,-23.037810532957128,31.845197856974245,12.787204182629688,12.787204182629688,-9.150494963442275,-9.150494963442275,-9.150494963442275,-9.150494963442275,-9.150494963442275,-9.150494963442275,3.636709219187413
2015-10-27,0.14782608695652175,12.846260422540297,-22.3024079491163,32.3493433718625,12.846260422540297,12.846260422540297,-8.766708611948701,-8.766708611948701,-8.766708611948701,-8.766708611948701,-8.766708611948701,-8.766708611948701,4.079551810591596
2015-10-28,0.14956521739130435,12.905316662450906,-20.198079555571525,30.233853767524085,12.905316662450906,12.905316662450906,-8.236463993394805,-8.236463993394805,-8.236463993394805,-8.236463993394805,-8.236463993394805,-8.236463993394805,4.6688526690561005
2015-10-29,0.15130434782608695,12.964372902361514,-22.6550317485144,35.05942017751439,12.964372902361514,12.964372902361514,-7.568669313911768,-7.568669313911768,-7.568669313911768,-7.568669313911768,-7.568669313911768,-7.568669313911768,5.395703588449747
2015-10-30,0.15304347826086956,13.023429142272127,-21.52967258507426,31.384580074003523,13.023429142272127,13.023429142272127,-6.775262287919087,-6.775262287919087,-6.775262287919087,-6.775262287919087,-6.775262287919087,-6.775262287919087,6.248166854353039
2015-11-02,0.1582608695652174,13.200597862003956,-17.616525545064345,35.510886752700465,13.200597862003956,13.200597862003956,-3.7998961369002515,-3.7998961369002515,-3.7998961369002515,-3.7998961369002515,-3.7998961369002515,-3.7998961369002515,9.400701725103705
2015-11-03,0.16,13.259654101914563,-14.99697722540628,36.49395352075609,13.259654101914563,13.259654101914563,-2.672937232901665,-2.672937232901665,-2.672937232901665,-2.672937232901665,-2.672937232901665,-2.672937232901665,10.586716869012898
2015-11-04,0.1617391304347826,13.318710341845236,-13.501573313990702,41.0384262224889,13.318710341845236,13.318710341845236,-1.5136089265220893,-1.5136089265220893,-1.5136089265220893,-1.5136089265220893,-1.5136089265220893,-1.5136089265220893,11.805101415323147
