ds,y
2015-08-03,1.6094379124341003
2015-08-04,1.791759469228055
2015-08-05,2.302585092994046
2015-08-06,1.9459101490553132
2015-08-07,2.0794415416798357
2015-08-10,1.3862943611198906
2015-08-11,2.70805020110221
2015-08-12,1.0986122886681098
2015-08-13,2.1972245773362196
2015-08-14,1.6094379124341003
2015-08-17,2.0794415416798357
2015-08-18,0.6931471805599453
2015-08-19,2.1972245773362196
2015-08-20,2.0794415416798357
2015-08-21,1.3862943611198906
2015-08-24,1.3862943611198906
2015-08-25,1.791759469228055
2015-08-26,2.0794415416798357
2015-08-27,2.0794415416798357
2015-08-28,1.3862943611198906
2015-08-31,1.791759469228055
2015-09-01,1.3862943611198906
2015-09-02,1.3862943611198906
2015-09-03,1.791759469228055
2015-09-04,1.9459101490553132
2015-09-08,1.791759469228055
2015-09-09,2.0794415416798357
2015-09-10,2.302585092994046
2015-09-11,1.9459101490553132
2015-09-14,2.302585092994046
2015-09-15,1.6094379124341003
2015-09-16,1.791759469228055
2015-09-17,0.6931471805599453
2015-09-18,1.3862943611198906
2015-09-21,1.791759469228055
2015-09-22,2.0794415416798357
2015-09-23,1.9459101490553132
2015-09-24,1.791759469228055
2015-09-25,2.302585092994046
2015-09-28,1.0986122886681098
2015-09-29,2.3978952727983707
2015-09-30,1.791759469228055
2015-10-01,1.3862943611198906
2015-10-02,2.0794415416798357
2015-10-05,2.302585092994046
2015-10-06,1.6094379124341003
2015-10-07,1.9459101490553132
2015-10-08,2.0794415416798357
2015-10-09,0.6931471805599453
2015-10-12,1.6094379124341003
2015-10-13,1.791759469228055
2015-10-14,1.6094379124341003
2015-10-15,1.791759469228055
2015-10-16,0.6931471805599453
2015-10-19,2.1972245773362196
2015-10-20,1.791759469228055
2015-10-21,2.5649493574615367
2015-10-22,1.791759469228055
2015-10-23,1.791759469228055
2015-10-26,2.0794415416798357
2015-10-27,2.3978952727983707
2015-10-28,2.772588722239781
2015-10-29,1.3862943611198906
2015-10-30,2.0794415416798357
2015-11-02,1.791759469228055
2015-11-03,2.4849066497880004
2015-11-04,1.9459101490553132
2015-11-05,2.0794415416798357
2015-11-06,1.0986122886681098
2015-11-09,1.6094379124341003
2015-11-10,1.791759469228055
2015-11-11,1.791759469228055
2015-11-12,2.0794415416798357
2015-11-13,1.6094379124341003
2015-11-16,1.0986122886681098
2015-11-17,2.3978952727983707
2015-11-18,1.791759469228055
2015-11-19,1.3862943611198906
2015-11-20,2.0794415416798357
2015-11-23,1.9459101490553132
2015-11-24,1.9459101490553132
2015-11-25,1.0986122886681098
2015-11-30,1.9459101490553132
2015-12-01,2.302585092994046
2015-12-02,1.9459101490553132
2015-12-03,2.302585092994046
2015-12-04,1.6094379124341003
2015-12-07,2.0794415416798357
2015-12-08,2.5649493574615367
2015-12-09,1.6094379124341003
2015-12-10,1.3862943611198906
2015-12-11,1.791759469228055
2015-12-14,0.6931471805599453
2015-12-15,2.0794415416798357
2015-12-17,1.3862943611198906
2015-12-18,1.3862943611198906
2015-12-21,1.0986122886681098
2015-12-22,2.0794415416798357
2015-12-23,0.6931471805599453
2015-12-24,0.6931471805599453
2015-12-28,1.6094379124341003
2015-12-29,1.791759469228055
2015-12-30,2.6390573296152584
2015-12-31,1.791759469228055
2016-01-04,2.4849066497880004
2016-01-05,2.0794415416798357
2016-01-06,1.791759469228055
2016-01-07,2.302585092994046
2016-01-08,2.3978952727983707
2016-01-11,1.3862943611198906
2016-01-12,2.0794415416798357
2016-01-13,1.9459101490553132
2016-01-14,2.3978952727983707
2016-01-15,2.6390573296152584
2016-01-19,2.0794415416798357
2016-01-20,2.5649493574615367
2016-01-21,1.791759469228055
2016-01-22,2.302585092994046
2016-01-25,1.3862943611198906
2016-01-26,2.1972245773362196
2016-01-27,2.0794415416798357
2016-01-28,1.9459101490553132
2016-01-29,1.9459101490553132
2016-02-01,2.4849066497880004
2016-02-02,2.302585092994046
2016-02-03,2.3978952727983707
2016-02-04,1.9459101490553132
2016-02-05,1.6094379124341003
2016-02-08,2.0794415416798357
2016-02-09,1.791759469228055
2016-02-10,1.6094379124341003
2016-02-11,1.9459101490553132
2016-02-12,2.302585092994046
2016-02-16,1.791759469228055
2016-02-17,2.6390573296152584
2016-02-18,2.1972245773362196
2016-02-19,2.5649493574615367
2016-02-22,1.3862943611198906
2016-02-23,2.3978952727983707
2016-02-24,1.9459101490553132
2016-02-25,2.4849066497880004
2016-02-26,2.3978952727983707
2016-02-29,2.5649493574615367
2016-03-01,1.791759469228055
2016-03-02,1.0986122886681098
2016-03-03,1.0986122886681098
2016-03-04,1.6094379124341003
2016-03-07,1.9459101490553132
2016-03-08,2.302585092994046
2016-03-09,2.0794415416798357
2016-03-10,1.791759469228055
2016-03-11,1.3862943611198906
2016-03-14,1.9459101490553132
2016-03-15,1.791759469228055
2016-03-16,1.0986122886681098
2016-03-17,2.4849066497880004
2016-03-18,1.9459101490553132
2016-03-21,1.0986122886681098
2016-03-22,2.1972245773362196
2016-03-23,2.0794415416798357
2016-03-24,1.9459101490553132
2016-03-25,2.1972245773362196
2016-03-28,1.9459101490553132
2016-03-29,1.791759469228055
2016-03-30,1.791759469228055
2016-03-31,0.6931471805599453
2016-04-01,2.1972245773362196
2016-04-04,1.6094379124341003
2016-04-05,2.3978952727983707
2016-04-06,2.1972245773362196
2016-04-07,2.3978952727983707
2016-04-08,1.3862943611198906
2016-04-11,2.0794415416798357
2016-04-12,1.791759469228055
2016-04-13,1.6094379124341003
2016-04-14,1.9459101490553132
2016-04-15,1.6094379124341003
2016-04-18,2.1972245773362196
2016-04-19,1.791759469228055
2016-04-20,1.791759469228055
2016-04-21,1.791759469228055
2016-04-22,0.6931471805599453
2016-04-25,2.0794415416798357
2016-04-26,1.9459101490553132
2016-04-27,2.302585092994046
2016-04-28,2.0794415416798357
2016-04-29,1.791759469228055
2016-05-02,1.791759469228055
2016-05-03,2.4849066497880004
2016-05-04,2.1972245773362196
2016-05-05,2.1972245773362196
2016-05-06,2.5649493574615367
2016-05-09,2.0794415416798357
2016-05-10,1.3862943611198906
2016-05-11,2.6390573296152584
2016-05-12,2.302585092994046
2016-05-13,1.791759469228055
2016-05-16,2.302585092994046
2016-05-17,2.0794415416798357
2016-05-18,1.3862943611198906
2016-05-19,1.9459101490553132
2016-05-20,1.9459101490553132
2016-05-23,2.5649493574615367
2016-05-24,1.3862943611198906
2016-05-25,1.6094379124341003
2016-05-26,1.9459101490553132
2016-05-27,2.70805020110221
2016-05-31,1.791759469228055
2016-06-01,1.0986122886681098
2016-06-02,1.0986122886681098
2016-06-03,2.0794415416798357
2016-06-06,2.302585092994046
2016-06-07,1.6094379124341003
2016-06-08,2.302585092994046
2016-06-09,2.4849066497880004
2016-06-10,1.3862943611198906
2016-06-13,1.3862943611198906
2016-06-14,1.0986122886681098
2016-06-15,2.0794415416798357
2016-06-16,2.70805020110221
2016-06-17,2.302585092994046
2016-06-20,1.791759469228055
2016-06-21,2.302585092994046
2016-06-22,2.4849066497880004
2016-06-23,1.0986122886681098
2016-06-24,1.791759469228055
2016-06-27,1.6094379124341003
2016-06-28,2.1972245773362196
2016-06-29,2.1972245773362196
2016-06-30,2.0794415416798357
2016-07-01,1.9459101490553132
2016-07-05,2.302585092994046
2016-07-06,2.0794415416798357
2016-07-07,2.302585092994046
2016-07-08,1.9459101490553132
2016-07-11,1.9459101490553132
2016-07-12,1.9459101490553132
2016-07-13,2.302585092994046
2016-07-14,2.302585092994046
2016-07-15,1.9459101490553132
2016-07-18,2.3978952727983707
2016-07-19,2.0794415416798357
2016-07-20,1.9459101490553132
2016-07-21,1.6094379124341003
2016-07-22,1.791759469228055
2016-07-25,1.9459101490553132
2016-07-26,1.791759469228055
2016-07-27,2.1972245773362196
2016-07-28,2.1972245773362196
2016-07-29,2.0794415416798357
2016-08-01,1.9459101490553132
2016-08-02,1.9459101490553132
2016-08-03,1.791759469228055
2016-08-04,2.1972245773362196
2016-08-05,1.6094379124341003
2016-08-08,1.6094379124341003
2016-08-09,2.4849066497880004
2016-08-10,2.4849066497880004
2016-08-11,1.791759469228055
2016-08-12,1.6094379124341003
2016-08-15,2.302585092994046
2016-08-16,1.6094379124341003
2016-08-17,1.791759469228055
2016-08-18,2.0794415416798357
2016-08-19,1.9459101490553132
2016-08-22,1.6094379124341003
2016-08-23,1.3862943611198906
2016-08-24,2.302585092994046
2016-08-25,2.6390573296152584
2016-08-26,1.6094379124341003
2016-08-29,2.0794415416798357
2016-08-30,2.0794415416798357
2016-08-31,1.0986122886681098
2016-09-01,1.9459101490553132
2016-09-02,1.9459101490553132
2016-09-06,2.6390573296152584
2016-09-07,1.3862943611198906
2016-09-08,2.1972245773362196
2016-09-09,2.0794415416798357
2016-09-12,2.5649493574615367
2016-09-13,1.791759469228055
2016-09-14,1.3862943611198906
2016-09-15,1.9459101490553132
2016-09-16,1.9459101490553132
2016-09-19,2.70805020110221
2016-09-20,2.1972245773362196
2016-09-21,2.0794415416798357
2016-09-22,2.0794415416798357
2016-09-23,2.0794415416798357
2016-09-25,0.0
2016-09-26,1.9459101490553132
2016-09-27,2.4849066497880004
2016-09-28,2.6390573296152584
2016-09-29,2.3978952727983707
2016-09-30,2.0794415416798357
2016-10-03,1.791759469228055
2016-10-04,1.791759469228055
2016-10-05,2.1972245773362196
2016-10-06,2.0794415416798357
2016-10-07,1.0986122886681098
2016-10-10,1.9459101490553132
2016-10-11,1.6094379124341003
2016-10-12,1.791759469228055
2016-10-13,1.0986122886681098
2016-10-14,1.6094379124341003
2016-10-17,2.5649493574615367
2016-10-18,2.3978952727983707
2016-10-19,2.0794415416798357
2016-10-20,1.791759469228055
2016-10-21,2.1972245773362196
2016-10-24,2.1972245773362196
2016-10-25,1.791759469228055
2016-10-26,2.4849066497880004
2016-10-27,1.6094379124341003
2016-10-28,1.9459101490553132
2016-10-31,1.791759469228055
2016-11-01,1.9459101490553132
2016-11-02,1.9459101490553132
2016-11-03,2.302585092994046
2016-11-04,2.0794415416798357
2016-11-06,0.0
2016-11-07,2.1972245773362196
2016-11-08,1.3862943611198906
2016-11-09,2.302585092994046
2016-11-10,1.3862943611198906
2016-11-14,2.4849066497880004
2016-11-15,2.3978952727983707
2016-11-16,2.1972245773362196
2016-11-17,1.0986122886681098
2016-11-18,1.0986122886681098
2016-11-20,0.6931471805599453
2016-11-21,1.9459101490553132
2016-11-22,1.6094379124341003
2016-11-23,1.3862943611198906
2016-11-24,0.0
2016-11-28,2.3978952727983707
2016-11-29,1.791759469228055
2016-11-30,2.0794415416798357
